precision,recall,f1,rmse_px,rmse_pm,bias_x,bias_y,mae_px,arch,fold,radius,n_images,n_sparse,n_pred,n_gt,count_ratio,f1_macro,f1_frame_sd,coverage,coverage_true,blob_ratio,f1_r1,rmse_r1,f1_r1.5,rmse_r1.5,f1_r2,rmse_r2,f1_r3,rmse_r3,condition
0.8695652173913043,0.9090909090909091,0.888888888888889,0.6891047793973614,8.469097738793572,-0.05669266451327424,-0.03084923593242932,0.3059068114472566,SwinUNet,1,3.0,1,39,23,22,1.0454545454545454,0.888888888888889,0.0,0.32354736328125,0.3176422119140625,1.0185905750108084,0.8444444444444444,0.44366848486966887,0.8444444444444444,0.44366848486966887,0.8444444444444444,0.44366848486966887,0.888888888888889,0.6891047793973614,no_n2v
0.9318181818181818,0.9534883720930233,0.942528735632184,1.3730608451141217,16.874917786452556,0.5494993731844278,-0.30130470372806817,0.7137837451683237,SwinUNet,2,3.0,2,38,44,43,1.0232558139534884,0.9468085106382979,0.05319148936170215,0.3014678955078125,0.29296875,1.0290104166666667,0.5287356321839081,0.5193509911236505,0.5977011494252873,0.6668317391485235,0.7816091954022988,1.0373103882780415,0.942528735632184,1.3730608451141217,no_n2v
0.7619047619047619,0.8,0.7804878048780488,1.7041589452853645,20.944113437557128,-1.0994303001314036,-0.4116176328808321,0.9975563671662847,SwinUNet,3,3.0,1,39,21,20,1.05,0.7804878048780488,0.0,0.2726898193359375,0.2810211181640625,0.9703534777651083,0.24390243902439024,0.7059537634332738,0.3414634146341463,0.9275698349248996,0.5853658536585366,1.3084980469008678,0.7804878048780488,1.7041589452853645,no_n2v
0.8333333333333334,0.8641975308641975,0.8484848484848484,1.7009797153875865,20.905040702113435,-0.12263940516776761,-0.8189308207027013,0.9399746605677385,SwinUNet,4,3.0,4,36,84,81,1.037037037037037,0.8484478935698448,0.12920968557312326,0.3073844909667969,0.28659820556640625,1.0725276187940902,0.26666666666666666,0.6828576587105487,0.4242424242424242,0.9348123595589517,0.5575757575757575,1.18612102254312,0.8484848484848484,1.7009797153875865,no_n2v
0.7352941176470589,0.819672131147541,0.7751937984496124,1.2910920293683823,15.867521040937419,-0.04277155751718478,-0.32324219407450655,0.7306552455100278,SwinUNet,5,3.0,3,37,68,61,1.1147540983606556,0.7832827772160432,0.15436394222739533,0.3334096272786458,0.2941436767578125,1.1334924175615153,0.3875968992248062,0.6654136535631574,0.5736434108527132,0.8826072855118098,0.6666666666666666,1.054409168527977,0.7751937984496124,1.2910920293683823,no_n2v
0.8260869565217391,0.8636363636363636,0.8444444444444444,0.6145320133279999,7.552598443801119,0.31258482761726225,-0.26645628223230966,0.31962936376822737,UNetPP,1,3.0,1,39,23,22,1.0454545454545454,0.8444444444444444,0.0,0.2967987060546875,0.3176422119140625,0.934380554354614,0.8,0.511382386874438,0.8,0.511382386874438,0.8444444444444444,0.6145320133279999,0.8444444444444444,0.6145320133279999,no_n2v
0.9069767441860465,0.9069767441860465,0.9069767441860465,1.364676454884619,16.771873630531967,0.5291991825518234,-0.1004548026979031,0.7007138035453759,UNetPP,2,3.0,2,38,43,43,1.0,0.9097826086956522,0.04021739130434787,0.2962799072265625,0.29296875,1.0113020833333333,0.5581395348837209,0.5968359647526352,0.627906976744186,0.7105618420739438,0.7209302325581395,0.9288600974481483,0.9069767441860465,1.364676454884619,no_n2v
0.7272727272727273,0.8,0.761904761904762,1.5924376636485416,19.571058886240575,-0.8986340679723135,0.3300876582322019,0.8930543529410548,UNetPP,3,3.0,1,39,22,20,1.1,0.761904761904762,0.0,0.266693115234375,0.2810211181640625,0.9490144974751589,0.23809523809523808,0.672642246910937,0.47619047619047616,0.9794239411929203,0.6190476190476191,1.218881004684166,0.761904761904762,1.5924376636485416,no_n2v
0.7738095238095238,0.8024691358024691,0.787878787878788,1.5747680605657506,19.353899464353074,-0.15831265209952244,-0.7822406988694421,0.8803120977187815,UNetPP,4,3.0,4,36,84,81,1.037037037037037,0.7876985252410664,0.20328483219884247,0.2903175354003906,0.28659820556640625,1.0129775056568615,0.2545454545454545,0.6528006439838874,0.4727272727272727,0.9772694660751391,0.6181818181818182,1.209276123257049,0.787878787878788,1.5747680605657506,no_n2v
0.6923076923076923,0.7377049180327869,0.7142857142857143,1.2717916343494438,15.630319186154662,0.23154487656982484,-0.2646930023307822,0.6638125557066675,UNetPP,5,3.0,3,37,65,61,1.0655737704918034,0.7178210678210678,0.19354735271236093,0.3030598958333333,0.2941436767578125,1.0303124621742663,0.4285714285714286,0.6102802296862562,0.5238095238095238,0.7828226176536008,0.634920634920635,1.0171859823109777,0.7142857142857143,1.2717916343494438,no_n2v
