n,bias_x,bias_y,jitter_x,jitter_y,rmse,stem,dose,rep,shift,source,matched_frac,sigma_px,crb,condition,arch
132,-0.007626574765573935,-0.03921551165970527,0.28277911080394635,0.2934899973489384,0.3844271281485221,07457,50,1,0.875,prob,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,-0.02595430716378644,0.04827330258768825,0.17982518122604277,0.17539731025746136,0.2516336672757066,07457,50,1,0.875,denoised,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,-0.01813579916993291,-0.0012658713575390834,0.20207715833275622,0.240610086536527,0.2909736061370269,07457,50,1,0.875,raw,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,0.005480044915813664,-0.006589470247135409,0.2606209196135432,0.2635603533286165,0.3583054504212075,07457,50,2,0.0,prob,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,-0.013838358205966017,0.08554406930462477,0.1591162498373819,0.16024861264638002,0.23938335036168928,07457,50,2,0.0,denoised,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,0.02066368880003111,0.04807510457236219,0.22432422551186648,0.1953895160419079,0.28656130815833697,07457,50,2,0.0,raw,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,-0.04573292800894535,0.004307653173498238,0.24763867638257991,0.2556686831037175,0.34669675991387255,07457,50,2,0.125,prob,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,-0.021337253560325564,0.08644878631013597,0.16858737723017464,0.13713843592744507,0.23144677587778784,07457,50,2,0.125,denoised,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,-0.045439389742597314,0.026552557537003807,0.1898472543365683,0.17866912667509346,0.269690084856768,07457,50,2,0.125,raw,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
132,-0.010773712959178283,-0.025237850730761124,0.2697372908154682,0.2722642201470163,0.36320812418862014,07457,50,2,0.25,prob,1.0,4.647065562235548,0.07932497254432697,with_n2v,AtomSegNet
