exx,eyy,exy,rot,x,y
0.009486908118756018,0.027273389980458616,-0.0012018861358473769,0.016659315866802044,113.23775919387508,21.07254440442162
0.006632382980328795,0.04696187293779132,0.004573042030908999,-0.0016033077202450728,187.0120200070745,29.540103116144223
-0.008345902532229745,0.03241070657878798,0.007757119696326757,-0.004818720928706132,216.53028234858925,29.518173948366368
-0.0010437080222037778,0.005210172807799487,-0.005715655800958725,0.000894038900690224,83.59112660883548,72.22876335920282
-0.018846311748046834,-0.007609609667427741,0.015946693366769158,0.004058289058616851,9.77407571446112,80.80596790981468
0.005802053784534873,-0.010018411052521638,0.010070191622703638,0.010638438225786202,157.36538742203493,80.69632207092542
-0.0036371811915701766,0.001854015630049981,0.01090754089998549,0.005278636816473892,98.28607265783046,97.78494366881557
0.01110708674647895,-0.00041896849938310635,0.012069994449251617,0.005680710966220999,127.80433499934522,97.76301450103772
0.000982512188047694,0.003457644103846025,-0.010831270855880887,-0.005249625647374062,142.49928104834018,123.31919481065046
-0.001298395908382999,-0.01031814248698779,-0.007251665050394611,-0.011658790830388411,9.645705470936292,131.94025769681804
0.003968632298194641,0.001940672322968122,0.0022426267822476184,-0.015622601553262998,245.79180420305437,131.7648243545952
0.012393055853095308,-0.005135881903297303,0.0008961962019819269,0.0025820926957594984,98.15770241430563,148.91923345581893
0.007467087092524826,-0.021666154758298292,-0.0009542821431530626,-0.005529589407300653,127.67596475582039,148.89730428804106
0.002505748871594583,-0.005451189303011219,0.0023364529690916005,-0.010642475227044364,216.23075178036467,148.8315167847075
0.008627247160808088,0.0011969087927782562,-0.0025702034947735096,-0.004851687074917827,53.85891386144603,157.47450883865292
0.011452567760448333,-0.006713502571531702,0.0054969200168459575,0.002070738788055894,83.33438612178584,174.49734293320952
-0.0061421845070396735,0.0009175744325446988,0.01774251268897142,0.0057424189389830745,38.99280748775128,200.09738157837796
0.006259687133630928,-0.01082594180539917,-0.003157016319762103,0.002116416265838426,171.80359298398022,208.52108195454485
0.0023304061964964846,0.008717642104148951,0.00564172173272484,-0.0002917266466943968,53.68775353674626,225.65356188799072
8.590171340926446e-05,-0.022420490578622963,-0.004315595723324676,0.0032545265454310937,127.46201434994568,234.12112059971332
0.005957443469847592,-0.013041078746116826,-0.005810453013473485,-0.0010737608598339614,156.98027669146043,234.09919143193545
0.001068170793222639,0.038795157099540976,0.0016880292606356886,0.0014733066616916418,157.49375766555974,29.562032283922065
0.011260409154430195,0.03958357054683874,0.0032112857914013016,0.016298991173077357,127.97549532404499,29.58396145169992
0.003456507702308405,0.02402557158311422,0.003174231959656767,-0.004598072849469658,186.96922992589955,46.584866378478665
-0.006280789672081006,0.026326363550895515,0.004799213178399292,-0.0013477588709401122,216.48749226741432,46.56293721070081
3.058731632588876e-05,0.01670243994366048,-0.012220382732889765,-0.012387660806315388,54.11565434849567,55.20592926464623
-0.00809374690883185,0.006840350219577269,-5.15584380069321e-05,-0.009033084915900321,142.67044137303995,55.14014176131268
0.0011671471300454947,0.009368883604135958,-0.00450871665485075,-0.0015483360924232286,113.1521790315252,55.16207092909052
-0.019543672392735578,0.017659875261455044,0.0037236713870980593,-0.001648760171100438,231.22522839758423,55.07435425797911
-0.00014220705549922258,-0.001874521262923787,0.007382888829682457,0.004692504695417618,127.84712508052016,80.71825123870326
0.001986987070810396,-0.01340417533192848,0.005677013345659419,0.008566560698082894,186.88364976354967,80.67439290314758
-0.0011262702474481238,-0.00785656197966536,0.008435274121429703,0.00920499193944906,9.731285633286177,97.85073117214912
-0.018947954694417526,-0.013816711831887943,0.009954047515651206,0.015395772522460393,39.24954797480093,97.82880200437127
-0.008517910118717907,-0.022050696428546606,0.013121350440431157,0.010974735511138086,68.76781031631569,97.80687283659341
-0.0029886330223882233,-0.008058178888722404,0.002101555781271463,0.002877547957502791,53.98728410497084,106.34021905164957
0.0005195789455239002,0.0057699662466392625,-0.006520094833134472,-0.005631426961924802,53.9444940237959,123.38498231398403
0.008714578616465426,0.0025446161506273,0.005701807593153604,-0.004767541487601225,112.98101870682542,123.34112397842831
0.00011715837160162112,0.0005698802335047313,-0.0003859021981875328,-0.006887565241476078,98.20049249548057,131.87447019348446
0.005069606081613593,-0.010267428778223453,0.0013426886471415308,-0.002025183544383332,127.71875483699533,131.8525410257066
-0.022634450978777462,-0.006704933941697988,-0.009717336851631418,-0.014330751189966143,9.60291538976135,148.98502095915245
0.00620260370797962,0.004437994932302174,-0.0025089247337314415,-0.009786708851620423,68.63944007279088,148.94116262359677
0.015644455642826977,-0.005574306326508127,0.004840414997458402,0.001028315806746481,112.89543854447554,157.4306505030972
-0.004257583046914758,-0.010349659303735534,0.0006755450351772709,-0.0022974639540045095,142.4137008859903,157.40872133531937
0.005557603329057241,-0.006964771110316355,0.011073981045947784,-0.001383040423615583,53.816123780271084,174.51927210098737
0.0015412213563218583,0.0064412863411845295,-0.0021620049206096535,0.0049071131711034485,112.8526484633006,174.47541376543165
0.0017467017191197,0.003327435279711896,0.011710326763715945,0.006490878591391496,216.14517161801479,182.9210433093764
0.009691461914169147,0.002393484580178965,0.013142784556007082,-0.003465547544560011,245.66343395952953,182.89911414159855
-0.0030699366318499978,-0.019090213128830906,0.0007165371962257446,0.005860145162746247,112.72427821977577,225.609703552435
9.387363338752747e-05,0.031294363531090344,-0.001695846957084514,0.007628549891191897,142.75602153538983,21.050615236643765
0.007831609710616314,0.04805181942060432,0.0022698072932607048,0.002057349377660784,172.27428387690458,21.028686068865923
0.003626176119794582,0.041670472720887364,0.004527290867708878,-0.007170421071659519,201.79254621841935,21.006756901088067
-0.00813228200445197,0.023353292131591805,0.004092328102515303,-0.008716827055480757,83.71949685236032,21.094473572199476
-0.0046180632129339694,0.01741416417496334,0.0021302276150694,-0.0016385840494750647,98.45723298253023,29.605890619477776
-0.0020739126194458547,0.0168906412422903,-0.009929685506343829,-0.013836747379071292,39.37791821832576,46.69451221736793
