n,bias_x,bias_y,bias_mag,jitter_x,jitter_y,rmse,stem,dose,rep,shift,source,n_pred,n_true,matched_frac,spurious_frac,sigma_px,crb,condition,arch
132,0.049453902923701776,0.04149635926172479,0.06455723310648508,0.33726496250720833,0.30150199628559793,0.48579363737289627,07364,50,1,0.75,raw,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,0.008992538254837257,0.0675487140317017,0.06814465871659588,0.1808156835816191,0.17936567558483868,0.35758853818897396,07364,50,1,0.875,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
131,0.06454780531257143,0.0613569032201724,0.08905666029803289,0.28045069495220115,0.32180904916722075,0.4559252614875839,07364,50,1,0.875,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
133,0.015137346237118265,0.12040092845106187,0.12134876523055403,0.24250833092257779,0.19093882114531185,0.42375098573096154,07364,50,2,0.0,denoised,133,133,1.0,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,0.03314405553528488,0.05379544101947431,0.06318605773274502,0.31077105872628197,0.28368551724677205,0.45034989742472065,07364,50,2,0.0,raw,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,0.026649167958909814,0.1340067764792252,0.13663086874954433,0.20614688934677433,0.20304145625359685,0.3869023490826777,07364,50,2,0.125,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
131,0.07672797649466645,0.09623973859336843,0.12308236941774389,0.3036034497150557,0.2929067021510407,0.4327911803196294,07364,50,2,0.125,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,0.00896254095215454,0.10830496320619432,0.10867516825574346,0.21159339286298914,0.1954741747821404,0.3813840129879256,07364,50,2,0.25,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
131,0.019142207324993166,0.046347667658594105,0.05014509346550779,0.28688780184408763,0.2910102403026838,0.43176745117066667,07364,50,2,0.25,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,-0.008837793388504878,0.09980081605891655,0.1001913642885633,0.23229515883802518,0.2239028479802653,0.3960558995298425,07364,50,2,0.375,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
131,0.08330737214272688,0.05464903572248403,0.09963250151794906,0.28223566827888746,0.24581498242889016,0.43690062297708865,07364,50,2,0.375,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,0.03885065202095461,0.08701392309087908,0.09529321053526701,0.23303922979360112,0.1799167060901694,0.3424204070443326,07364,50,2,0.5,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,0.09609442853840733,0.06085064137703,0.11374066885735722,0.26224065040650957,0.3004233858823476,0.44473724078252075,07364,50,2,0.5,raw,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
132,0.028610029124735092,0.10280013293215973,0.10670708082122714,0.23079787844941366,0.18912023393721877,0.36480277628310825,07364,50,2,0.625,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.08057374454848279,no_n2v,AtomSegNet
