n,bias_x,bias_y,bias_mag,jitter_x,jitter_y,rmse,stem,dose,rep,shift,source,n_pred,n_true,matched_frac,spurious_frac,sigma_px,crb,condition,arch
80,0.10421893656487669,0.059442136072490825,0.1199789743228967,0.3135552347991478,0.3752983055685906,0.49004379522452923,07443,50,0,0.0,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.18599738619402117,0.07776165557565662,0.2015983699062939,0.24880584217245166,0.19007724663834064,0.36546527873937396,07443,50,0,0.125,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.10033915694070439,0.06782465662958259,0.12111205746122922,0.3142884188172368,0.3753808179694944,0.4621166892375682,07443,50,0,0.125,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.22516400943283088,0.07348951571076157,0.2368534147173526,0.24536912933280575,0.17697585000744237,0.3728322644781058,07443,50,0,0.25,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.059376475562316955,0.12221037591541517,0.13587104854084814,0.3053570887316942,0.33978827174587545,0.4952424033939756,07443,50,0,0.25,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.22045427021760844,0.09369280650933476,0.23953794532134978,0.22568434740525137,0.2320653571171363,0.3999837307619093,07443,50,0,0.375,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,-0.014838989558911386,0.15439478606573687,0.1551062396404933,0.32755262503015187,0.23664259232097934,0.5062262535856372,07443,50,0,0.375,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.17077735725923038,-0.10374851000646146,0.1998215681076686,0.1876788019218054,0.2333446132636502,0.3767500707241642,07443,50,0,0.5,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.07375696236286444,0.050250764492105304,0.08924813067531462,0.5153862668926794,0.3196967815947866,0.544050610755042,07443,50,0,0.5,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.18245744040746814,0.08364564258675955,0.20071699251382955,0.23153178712819691,0.23230440697914806,0.385963457395703,07443,50,0,0.625,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.06623879179591663,0.11176340734657231,0.12991780771048533,0.4596466205751215,0.37291477214439256,0.5240444026355267,07443,50,0,0.625,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.11855439059738515,0.028009004333497955,0.12181809329353038,0.23629204369519138,0.2271976795405725,0.34931891426213607,07443,50,0,0.75,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.13928406698399698,0.1533583833515877,0.20716863918029457,0.28928020894929973,0.30165727944761866,0.5343981141409833,07443,50,0,0.75,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.1380789244923335,0.07903811872656874,0.15910001131613635,0.22777827061845998,0.2209459512973578,0.3531161109892452,07443,50,0,0.875,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.11605206495671894,0.16756375715152672,0.2038276097378722,0.27257861838152614,0.45186591828955514,0.5495372495996649,07443,50,0,0.875,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.1998654349575375,0.022525285415355256,0.2011307549178118,0.2681599287432629,0.24747305714162493,0.3844448655302918,07443,50,1,0.0,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.1406771943109817,0.04457460496337262,0.14757021517518507,0.3447476397221511,0.3057278334273028,0.536409739596205,07443,50,1,0.0,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.14956164599557553,0.11659131502579712,0.18963707625976128,0.20049046631622944,0.1982145635886791,0.3868261779805028,07443,50,1,0.125,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.03907580639363317,0.17038041817849603,0.17480390597464315,0.315824388187454,0.30292222617819387,0.4920903463253239,07443,50,1,0.125,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.16798343053959286,0.075071272048163,0.18399491520903374,0.2464592784242383,0.24154177746348013,0.4094652103372042,07443,50,1,0.25,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.013673926601330155,0.12498269111327431,0.12572847468499213,0.35337808417363953,0.29280862768648175,0.5151626773963012,07443,50,1,0.25,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.1910406479772888,0.04451170765010204,0.19615764399459568,0.23231817493542678,0.1894148373773295,0.35837345589464314,07443,50,1,0.375,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,-0.048291823435378856,0.06791180165998867,0.08333134473545621,0.3732099307401194,0.33929736390412146,0.488295254031025,07443,50,1,0.375,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.19042257110067595,-0.02499280706025786,0.1920557106397601,0.22904944081979972,0.23342833244641661,0.36746172680388567,07443,50,1,0.5,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,-0.06079177361069554,0.10945501521061374,0.12520399391988157,0.3704449681866545,0.32779299312999627,0.5496483361434165,07443,50,1,0.5,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.1555657295163897,0.012533834016714707,0.15606983435348765,0.22099993274540947,0.22472458150999397,0.3622323527479195,07443,50,1,0.625,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.08122045159008451,0.10449025854495275,0.1323441569820456,0.3663479588027859,0.3270203015834002,0.5572355589154174,07443,50,1,0.625,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.10914463437556776,0.059478168789240726,0.12429884864912377,0.24083050983527557,0.24884407212930093,0.3721167987358694,07443,50,1,0.75,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.09354956753304933,0.15899995540272016,0.1844790161608836,0.3741020433850115,0.41675834392214123,0.6279765771049653,07443,50,1,0.75,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.03699485848322581,-0.04008132769889983,0.05454477412457127,0.19159879377222844,0.2200236837085945,0.31630480865518573,07443,50,1,0.875,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,-0.03184027223268515,0.04256365198681067,0.053155125870473045,0.31414560475431724,0.35086828242720824,0.5110337981640853,07443,50,1,0.875,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.1445819366950225,0.04483630764330826,0.15137447242375077,0.1933563905343433,0.22014632818182633,0.32946368168354073,07443,50,2,0.0,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.11900935008974045,0.08175653205534417,0.1443861348693112,0.2852425535138583,0.3260986642304222,0.4837923281590526,07443,50,2,0.0,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.18469217717463948,0.0580435079579118,0.19359816405526317,0.19878553316556397,0.22096315094455707,0.3872682091612908,07443,50,2,0.125,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.050505299368708734,0.1852319456772733,0.19199390345453998,0.3454750959430101,0.3734120801116588,0.5566808440968593,07443,50,2,0.125,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.17569254601301276,0.08400089311324166,0.1947409067668035,0.23815596232830796,0.24189748112998893,0.3933756840593641,07443,50,2,0.25,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.02437859042193935,0.11576241671543741,0.11830153335759962,0.3193517406439846,0.4016414954000386,0.5430930693279022,07443,50,2,0.25,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.2063560819934196,0.11367649246065525,0.23559536819265425,0.18463681781404048,0.18585424101883294,0.3440394531760951,07443,50,2,0.375,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.015465991181205396,0.1761030183614345,0.17678085292028903,0.29319354916359236,0.2928903209721001,0.5187623357715259,07443,50,2,0.375,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.186865933966903,0.05422291977023974,0.19457389934349573,0.19058547047732702,0.2306467558180867,0.374009199435515,07443,50,2,0.5,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.033027803313832926,0.12609547596492376,0.13034916513180245,0.46571404197826655,0.33526130054771447,0.544425037975437,07443,50,2,0.5,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.10583714878833916,0.06871753826427351,0.12618875595213283,0.19991680216996807,0.21355750401902537,0.34539293518758557,07443,50,2,0.625,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.0613473108262923,0.12754920160781325,0.14153547744791165,0.4336039492604024,0.3003075848512217,0.5318571768020511,07443,50,2,0.625,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.09088448239930358,0.09133229300812218,0.12884710663073037,0.2775724799309739,0.1781788662497621,0.3428669786382254,07443,50,2,0.75,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,-0.017094442992647618,0.11227797167023823,0.11357184027571138,0.4118947935398724,0.3031257443537105,0.5003344030444439,07443,50,2,0.75,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.09002993648858748,0.08807953319848494,0.12594996479793913,0.2781374388465714,0.24751126470210263,0.3459995467846456,07443,50,2,0.875,denoised,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.07253597733682682,0.07692821744439016,0.10573276997875364,0.24861997366455485,0.33285756192603555,0.5114420489036182,07443,50,2,0.875,raw,160,80,1.0,0.5,2.9999999999999996,0.08778586867787412,no_n2v,UNetPP
80,0.21084526084033683,0.10700381991069108,0.23644352707213045,0.266098496870863,0.13911713718892016,0.36823557303086174,07443,200,0,0.0,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.10900500045113404,0.09842616880927935,0.1468666089682215,0.20493752570978124,0.26816383128151966,0.36182424569770544,07443,200,0,0.0,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.13355409118477013,0.12316397271372637,0.181675698558771,0.2563198416521827,0.17793757408805505,0.3621080314145204,07443,200,0,0.125,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.011605610398333965,0.10322702810382367,0.10387737734398919,0.2228866943430209,0.24026164792297264,0.35050090213157076,07443,200,0,0.125,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.202551006610574,0.12018216497033762,0.23552210736131385,0.28298702473052467,0.1483053040584738,0.3628119921513751,07443,200,0,0.25,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.10509108635489639,0.08596693524623333,0.13577352608989118,0.25830779159462475,0.2109643504300112,0.3518933180093472,07443,200,0,0.25,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14101355640831592,0.1134070049900231,0.1809584810715663,0.21848007668225444,0.16216156428784056,0.33578368087761257,07443,200,0,0.375,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.06982716554452528,0.09356290205388618,0.11674694723515316,0.2557008127188476,0.22340493671320966,0.35420409782084133,07443,200,0,0.375,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.1737044350632999,0.10494864691194294,0.20294691239165932,0.22814550499702507,0.1371214332503681,0.34530260698996185,07443,200,0,0.5,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14803903006995256,0.08653724937027363,0.17147667466050664,0.2683123894818029,0.21889199004233803,0.3513477990290111,07443,200,0,0.5,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.11706030768756426,0.15288602884496072,0.19255454669233177,0.18245359360742025,0.19107092891941066,0.34239517449906065,07443,200,0,0.625,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14119551199940616,0.13270712356994707,0.19377139431552753,0.21321416451568365,0.21139411108778813,0.3666419228085616,07443,200,0,0.625,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.0894174493368669,0.08973578507188407,0.126680666908485,0.24594328801791157,0.1597775653163376,0.30517548940272005,07443,200,0,0.75,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.06627725235049553,0.0815967153218935,0.10512230082362826,0.2211488299773157,0.14612692389419069,0.31952897008682124,07443,200,0,0.75,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.0004233215271103319,0.09559019542572855,0.09559113276159191,0.19477763891474117,0.15755344073186026,0.31356647183821135,07443,200,0,0.875,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.06284688697038732,0.06323561971757385,0.08915421920994124,0.21214170013469838,0.21602994102140835,0.3410484850454855,07443,200,0,0.875,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.15101687938468444,0.11588876374713664,0.190358355272176,0.24361225401687658,0.14180069812348411,0.3416481686342393,07443,200,1,0.0,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.09025439268512514,0.17978017235776633,0.20116352992515552,0.17663384391936565,0.22500160117737622,0.3402805439939759,07443,200,1,0.0,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.1557276817422668,0.11922846480845806,0.19612888028386452,0.23824763171195174,0.14812514396726642,0.34994646998830947,07443,200,1,0.125,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.05126526348085747,0.12297833763691557,0.13323587642861418,0.19909435833446693,0.23448616044937717,0.33169176408525547,07443,200,1,0.125,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.13868391985959505,0.09367904073832278,0.16735887278920983,0.27818471226151903,0.17146810950694724,0.34574075349417893,07443,200,1,0.25,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.05560206011530333,0.05532957494035884,0.0784407480340836,0.2172947459392684,0.15669088993780958,0.2954979301754781,07443,200,1,0.25,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14881285052765492,0.13182042351741075,0.19880112811167772,0.2259228104525037,0.13991858351284686,0.34655270662947507,07443,200,1,0.375,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.09842180315633087,0.1024336278502247,0.1420545650484414,0.3099073720927016,0.16587094358869386,0.35769815101342733,07443,200,1,0.375,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.16140255474590504,0.09118550785021995,0.18537956068673644,0.2278224533444045,0.15815333077794164,0.35047614502340263,07443,200,1,0.5,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.1501981617492163,0.10469481867102814,0.1830860258168362,0.2014353729900221,0.23248788736824438,0.3733583923477875,07443,200,1,0.5,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.08369970617185274,0.10671558534458825,0.13562395425842952,0.2358458762788193,0.1741966233385893,0.3496805905761494,07443,200,1,0.625,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.1110569273944444,0.13575030401430155,0.17539038218291841,0.230168793714071,0.2383555579273929,0.375447060943433,07443,200,1,0.625,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.11531740683601788,0.09981235102794983,0.15251429355017956,0.24430742179640672,0.13408928747579762,0.3095937639168935,07443,200,1,0.75,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14083129992477694,0.08721942062406285,0.1656522935926324,0.18527804717974283,0.193438224817011,0.3172953741361186,07443,200,1,0.75,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.06395502139337816,0.10564228190795788,0.12349306251019894,0.24933847078496266,0.15374183871888103,0.32662273753242627,07443,200,1,0.875,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.08623188077513433,0.09296397482970065,0.12679999163309988,0.24546980382338496,0.2023653543516611,0.3597885865251888,07443,200,1,0.875,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.17913349008961177,0.08647973756538363,0.1989159427523663,0.23678934762123655,0.14266198165390415,0.34073215616060226,07443,200,2,0.0,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.09757221220516499,0.07113834629188176,0.1207518153393705,0.26890841583627373,0.15614401017401655,0.3378244702953108,07443,200,2,0.0,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.15368825938903985,0.11330890772582691,0.19094237257364524,0.309430488002069,0.15644854966217084,0.36148683276902044,07443,200,2,0.125,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.052642080473788155,0.0890259599655927,0.10342538462294498,0.2153180620314776,0.23643734736601682,0.3555401324507717,07443,200,2,0.125,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14195429951837468,0.14523592391294216,0.20308741159067037,0.20429749347111364,0.12936053046148863,0.356636019500422,07443,200,2,0.25,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.0115219858784954,0.1595879028614995,0.1600032965232768,0.24922763783106963,0.18483243786653458,0.33243454639250664,07443,200,2,0.25,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.18350468928989638,0.08170706925364613,0.20087313448393623,0.224363015193788,0.1378766518056444,0.3355875282134485,07443,200,2,0.375,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.07997108012175147,0.08193528547200657,0.11449351362072353,0.20156376486528033,0.23069009398679896,0.33870690651108243,07443,200,2,0.375,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14371915410397307,0.12322856319507736,0.18931580505463544,0.24043668669423043,0.16692161148082635,0.33804570280266605,07443,200,2,0.5,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.1529830423207983,0.07817400797279106,0.17179926297937706,0.2723473632179641,0.248269047705399,0.3797649744623335,07443,200,2,0.5,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.10698289283128659,0.15234696943147696,0.18615836928138882,0.2570174774629734,0.14413446737792834,0.3517449750388045,07443,200,2,0.625,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.14855513028663836,0.1143032923565066,0.1874403088399534,0.2048356628110708,0.2716441624340718,0.3946991680442109,07443,200,2,0.625,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.1011527221117845,0.12153988211236566,0.15812595022484968,0.25689813818181695,0.17501910149049915,0.3400494834400962,07443,200,2,0.75,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.10955431644038782,0.13134699873485545,0.17103854047370362,0.20586181868411593,0.22362408399707065,0.3704043263158395,07443,200,2,0.75,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.05851029624701809,0.07517582586570981,0.09526205730250288,0.23037592712014057,0.1775118621926537,0.3174884531931957,07443,200,2,0.875,denoised,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.020739612682689312,0.05746048082531274,0.06108877467181758,0.21811450145173983,0.24191984964975838,0.33197041160143387,07443,200,2,0.875,raw,160,80,1.0,0.5,2.9962760994011095,0.04653343828650632,no_n2v,UNetPP
80,0.229898654329034,0.10519799002997487,0.252824066039306,0.2705312260406871,0.13171248969624846,0.3908325250712515,07443,1000,0,0.0,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.07084458873048405,0.0725232179045392,0.10138329688671947,0.1398147185566505,0.12100569357317062,0.23385848974303278,07443,1000,0,0.0,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.20315453447959442,0.11889207776303579,0.2353871088960321,0.28420201618006863,0.12487219096135527,0.3662152114026279,07443,1000,0,0.125,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.09468233816046734,0.05937661815246997,0.11176013574954764,0.1314591500384531,0.13667391453837077,0.24359480295338298,07443,1000,0,0.125,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.2157498692066504,0.09219260141991725,0.2346219977309427,0.24960778393257513,0.15566168061421834,0.34524395091961935,07443,1000,0,0.25,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.08792539269165545,0.07966804340282962,0.11865020783638333,0.14918775987344826,0.1603248755119008,0.23422665798187697,07443,1000,0,0.25,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.2152170671665452,0.10714134269970188,0.24041142509303545,0.2835211258245995,0.15130010675180244,0.37598921714173344,07443,1000,0,0.375,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.0928766133565162,0.05736785918091414,0.10916563825479608,0.13796024062308576,0.11321643644161257,0.2129012552371747,07443,1000,0,0.375,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.19465875736388583,0.10216667129985879,0.21984098922390602,0.28971325132090253,0.1267001006553075,0.38700267779593095,07443,1000,0,0.5,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.08452657085746296,0.07619663814092803,0.11380100546524725,0.16616509786610228,0.1266403337888946,0.2329290385454867,07443,1000,0,0.5,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.1647276440515526,0.10215282511182977,0.1938308447928324,0.24774327094118717,0.1505516827120063,0.3406871372675848,07443,1000,0,0.625,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.06865927841424124,0.07547882338252165,0.102035039528459,0.13300647241573405,0.16322831722912146,0.22935164482145678,07443,1000,0,0.625,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.1449514399644407,0.0720109454222424,0.16185331695201688,0.2746237928591962,0.1657306662385856,0.3460690035789737,07443,1000,0,0.75,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.0951606427678442,0.08927523251681535,0.13048224045026474,0.14467273822227583,0.15849309073682977,0.2476406168395036,07443,1000,0,0.75,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.15927714974788998,0.08534530521038164,0.1807014984809616,0.26437550652246017,0.1669599418716863,0.3366076366128415,07443,1000,0,0.875,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.11438086231291322,0.05251028950168646,0.1258583019391114,0.10466354371512872,0.14721309953624395,0.2188068878461118,07443,1000,0,0.875,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.14974802760872663,0.11498047014271862,0.18879878253565238,0.2439121404098153,0.12461700194137693,0.3302222691146088,07443,1000,1,0.0,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.05664405299584274,0.04504576054512199,0.07237174367724127,0.12112310035864801,0.1756736012830612,0.21414969997150834,07443,1000,1,0.0,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.23141163024700973,0.09542208918169592,0.25031323919716725,0.2662722286039962,0.16108166637288995,0.3725179414492703,07443,1000,1,0.125,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.10741268347148747,0.09146585866054124,0.14107972168620148,0.1514450767622845,0.1597326025023331,0.2400513608891734,07443,1000,1,0.125,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.21823902919488702,0.12681193372777244,0.2524074887948131,0.22372984911629615,0.13653365119249844,0.36761909668692966,07443,1000,1,0.25,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.11021051040324892,0.07065653454314358,0.13091486728783358,0.10626492523993751,0.14796683258972568,0.21260893322052332,07443,1000,1,0.25,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.18689448792115115,0.0975987526842701,0.21084370073785613,0.2676183675576868,0.15430868565671269,0.3737103239285113,07443,1000,1,0.375,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.06520637726684697,0.09801211168078083,0.11772105025182299,0.13566350357019913,0.11250067246628329,0.23057154526739765,07443,1000,1,0.375,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.1898671918797561,0.1169055485032402,0.22297187675388025,0.2777579253237486,0.14516151051048465,0.35146953249011725,07443,1000,1,0.5,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.06903668887996872,0.0864012917287198,0.11059497106062707,0.13149148470503302,0.15488687967061435,0.22945208839877348,07443,1000,1,0.5,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.16040283618843532,0.12534469608596766,0.203569061240105,0.2770226843843349,0.16829988600366663,0.3601519535783322,07443,1000,1,0.625,denoised,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
80,0.06572527552930696,0.10745543543139036,0.12596222627102546,0.12481792228607483,0.15401287642800635,0.23463309736691268,07443,1000,1,0.625,raw,160,80,1.0,0.5,2.9999999999999996,0.021401889573518757,no_n2v,UNetPP
