stem,dose,blur,tilt,iou,condition,arch,model
00059,50,0.0,0.25,0.9246171967020024,no_n2v,UNetPP,UNetPP no_n2v
00059,50,1.0,0.0,0.8866421568627451,no_n2v,UNetPP,UNetPP no_n2v
00059,50,1.0,0.1,0.9418813660874775,no_n2v,UNetPP,UNetPP no_n2v
00059,50,1.0,0.25,0.9210371243370654,no_n2v,UNetPP,UNetPP no_n2v
00059,50,2.0,0.0,0.9061175045427013,no_n2v,UNetPP,UNetPP no_n2v
00059,50,2.0,0.1,0.9317784256559767,no_n2v,UNetPP,UNetPP no_n2v
00059,50,2.0,0.25,0.9269433080070134,no_n2v,UNetPP,UNetPP no_n2v
00059,200,0.0,0.0,0.8819188191881919,no_n2v,UNetPP,UNetPP no_n2v
00059,200,0.0,0.1,0.9203379601689801,no_n2v,UNetPP,UNetPP no_n2v
00059,200,0.0,0.25,0.920625375826819,no_n2v,UNetPP,UNetPP no_n2v
00059,200,1.0,0.0,0.8950276243093923,no_n2v,UNetPP,UNetPP no_n2v
00059,200,1.0,0.1,0.9321321321321321,no_n2v,UNetPP,UNetPP no_n2v
00059,200,1.0,0.25,0.9231692677070829,no_n2v,UNetPP,UNetPP no_n2v
00059,200,2.0,0.0,0.9055453991468617,no_n2v,UNetPP,UNetPP no_n2v
00059,200,2.0,0.1,0.9371665678719621,no_n2v,UNetPP,UNetPP no_n2v
00059,200,2.0,0.25,0.9217081850533808,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,0.0,0.0,0.8828220858895706,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,0.0,0.1,0.9177253478523896,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,0.0,0.25,0.9181708784596871,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,1.0,0.0,0.8920907418761496,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,1.0,0.1,0.9240506329113924,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,1.0,0.25,0.920311563810665,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,2.0,0.0,0.91102985984156,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,2.0,0.1,0.9325044404973357,no_n2v,UNetPP,UNetPP no_n2v
00059,1000,2.0,0.25,0.9255952380952381,no_n2v,UNetPP,UNetPP no_n2v
00062,20,0.0,0.0,0.8783858485351023,no_n2v,UNetPP,UNetPP no_n2v
00062,20,0.0,0.1,0.8937575030012005,no_n2v,UNetPP,UNetPP no_n2v
00062,20,0.0,0.25,0.870023419203747,no_n2v,UNetPP,UNetPP no_n2v
00062,20,1.0,0.0,0.8621509209744503,no_n2v,UNetPP,UNetPP no_n2v
00062,20,1.0,0.1,0.8848413631022327,no_n2v,UNetPP,UNetPP no_n2v
00062,20,1.0,0.25,0.8078026391279404,no_n2v,UNetPP,UNetPP no_n2v
00062,20,2.0,0.0,0.8657060518731988,no_n2v,UNetPP,UNetPP no_n2v
00062,20,2.0,0.1,0.8529411764705882,no_n2v,UNetPP,UNetPP no_n2v
00062,20,2.0,0.25,0.8844393592677345,no_n2v,UNetPP,UNetPP no_n2v
00062,50,0.0,0.0,0.8894259818731118,no_n2v,UNetPP,UNetPP no_n2v
00062,50,0.0,0.1,0.8340374170187085,no_n2v,UNetPP,UNetPP no_n2v
00062,50,0.0,0.25,0.8026315789473685,no_n2v,UNetPP,UNetPP no_n2v
00062,50,1.0,0.0,0.867505995203837,no_n2v,UNetPP,UNetPP no_n2v
00062,50,1.0,0.1,0.8547317661241712,no_n2v,UNetPP,UNetPP no_n2v
00062,50,1.0,0.25,0.8562838244137102,no_n2v,UNetPP,UNetPP no_n2v
00062,50,2.0,0.0,0.8473372781065088,no_n2v,UNetPP,UNetPP no_n2v
00062,50,2.0,0.1,0.8299939283545841,no_n2v,UNetPP,UNetPP no_n2v
00062,50,2.0,0.25,0.8411104548139398,no_n2v,UNetPP,UNetPP no_n2v
00062,200,0.0,0.0,0.8073394495412844,no_n2v,UNetPP,UNetPP no_n2v
00062,200,0.0,0.1,0.8065693430656934,no_n2v,UNetPP,UNetPP no_n2v
00062,200,0.0,0.25,0.7975683890577507,no_n2v,UNetPP,UNetPP no_n2v
00062,200,1.0,0.0,0.8319123020706456,no_n2v,UNetPP,UNetPP no_n2v
00062,200,1.0,0.1,0.8254257907542579,no_n2v,UNetPP,UNetPP no_n2v
00062,200,1.0,0.25,0.8027744270205066,no_n2v,UNetPP,UNetPP no_n2v
00062,200,2.0,0.0,0.8246987951807229,no_n2v,UNetPP,UNetPP no_n2v
00062,200,2.0,0.1,0.8339371980676329,no_n2v,UNetPP,UNetPP no_n2v
00062,200,2.0,0.25,0.8225709112854557,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,0.0,0.0,0.7911818738518065,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,0.0,0.1,0.772671568627451,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,0.0,0.25,0.7618757612667478,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,1.0,0.0,0.793398533007335,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,1.0,0.1,0.7750611246943765,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,1.0,0.25,0.7714285714285715,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,2.0,0.0,0.8043875685557587,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,2.0,0.1,0.7886723507917174,no_n2v,UNetPP,UNetPP no_n2v
00062,1000,2.0,0.25,0.7793939393939394,no_n2v,UNetPP,UNetPP no_n2v
00074,20,0.0,0.0,0.8755512003919648,no_n2v,UNetPP,UNetPP no_n2v
00074,20,0.0,0.1,0.9316914498141264,no_n2v,UNetPP,UNetPP no_n2v
00074,20,0.0,0.25,0.9194156456173421,no_n2v,UNetPP,UNetPP no_n2v
00074,20,1.0,0.0,0.8928919182083739,no_n2v,UNetPP,UNetPP no_n2v
00074,20,1.0,0.1,0.9034608378870674,no_n2v,UNetPP,UNetPP no_n2v
00074,20,1.0,0.25,0.9290780141843972,no_n2v,UNetPP,UNetPP no_n2v
00074,20,2.0,0.0,0.9033980582524271,no_n2v,UNetPP,UNetPP no_n2v
00074,20,2.0,0.1,0.8867342441604231,no_n2v,UNetPP,UNetPP no_n2v
00074,20,2.0,0.25,0.9050661798265632,no_n2v,UNetPP,UNetPP no_n2v
00074,50,0.0,0.0,0.8795888399412628,no_n2v,UNetPP,UNetPP no_n2v
00074,50,0.0,0.1,0.9205827067669173,no_n2v,UNetPP,UNetPP no_n2v
00074,50,0.0,0.25,0.9107312440645774,no_n2v,UNetPP,UNetPP no_n2v
00074,50,1.0,0.0,0.884313725490196,no_n2v,UNetPP,UNetPP no_n2v
00074,50,1.0,0.1,0.9141248240262787,no_n2v,UNetPP,UNetPP no_n2v
00074,50,1.0,0.25,0.9209257473481196,no_n2v,UNetPP,UNetPP no_n2v
00074,50,2.0,0.0,0.9102439024390244,no_n2v,UNetPP,UNetPP no_n2v
00074,50,2.0,0.1,0.9130032392410921,no_n2v,UNetPP,UNetPP no_n2v
00074,50,2.0,0.25,0.9271235521235521,no_n2v,UNetPP,UNetPP no_n2v
00074,200,0.0,0.0,0.8715686274509804,no_n2v,UNetPP,UNetPP no_n2v
00074,200,0.0,0.1,0.9240812379110251,no_n2v,UNetPP,UNetPP no_n2v
00074,200,0.0,0.25,0.908029197080292,no_n2v,UNetPP,UNetPP no_n2v
00074,200,1.0,0.0,0.8814306712395884,no_n2v,UNetPP,UNetPP no_n2v
00074,200,1.0,0.1,0.9257662835249042,no_n2v,UNetPP,UNetPP no_n2v
00074,200,1.0,0.25,0.9086047642197375,no_n2v,UNetPP,UNetPP no_n2v
00074,200,2.0,0.0,0.8975109809663251,no_n2v,UNetPP,UNetPP no_n2v
00074,200,2.0,0.1,0.9314938154138915,no_n2v,UNetPP,UNetPP no_n2v
00074,200,2.0,0.25,0.9277049975739932,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,0.0,0.0,0.878921568627451,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,0.0,0.1,0.9239709443099273,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,0.0,0.25,0.9058077110785749,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,1.0,0.0,0.8813725490196078,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,1.0,0.1,0.9227053140096618,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,1.0,0.25,0.9092240117130308,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,2.0,0.0,0.9012645914396887,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,2.0,0.1,0.9267364414843007,no_n2v,UNetPP,UNetPP no_n2v
00074,1000,2.0,0.25,0.9249146757679181,no_n2v,UNetPP,UNetPP no_n2v
00077,20,0.0,0.0,0.8828163466272771,no_n2v,UNetPP,UNetPP no_n2v
00077,20,0.0,0.1,0.9222894369474174,no_n2v,UNetPP,UNetPP no_n2v
00077,20,0.0,0.25,0.9232218558643429,no_n2v,UNetPP,UNetPP no_n2v
00077,20,1.0,0.0,0.889651790093183,no_n2v,UNetPP,UNetPP no_n2v
00077,20,1.0,0.1,0.9188073394495413,no_n2v,UNetPP,UNetPP no_n2v
00077,20,1.0,0.25,0.9305887984681666,no_n2v,UNetPP,UNetPP no_n2v
00077,20,2.0,0.0,0.8960975609756098,no_n2v,UNetPP,UNetPP no_n2v
00077,20,2.0,0.1,0.903269144648455,no_n2v,UNetPP,UNetPP no_n2v
00077,20,2.0,0.25,0.9071787837219936,no_n2v,UNetPP,UNetPP no_n2v
00077,50,0.0,0.0,0.8730314960629921,no_n2v,UNetPP,UNetPP no_n2v
00077,50,0.0,0.1,0.9234083293441838,no_n2v,UNetPP,UNetPP no_n2v
00077,50,0.0,0.25,0.9436345966958212,no_n2v,UNetPP,UNetPP no_n2v
00077,50,1.0,0.0,0.8848991637973438,no_n2v,UNetPP,UNetPP no_n2v
00077,50,1.0,0.1,0.9251539554713406,no_n2v,UNetPP,UNetPP no_n2v
00077,50,1.0,0.25,0.9310009718172984,no_n2v,UNetPP,UNetPP no_n2v
00077,50,2.0,0.0,0.8974484789008832,no_n2v,UNetPP,UNetPP no_n2v
00077,50,2.0,0.1,0.9231481481481482,no_n2v,UNetPP,UNetPP no_n2v
00077,50,2.0,0.25,0.9365924491771539,no_n2v,UNetPP,UNetPP no_n2v
00077,200,0.0,0.0,0.8911330049261084,no_n2v,UNetPP,UNetPP no_n2v
00077,200,0.0,0.1,0.9242718446601942,no_n2v,UNetPP,UNetPP no_n2v
00077,200,0.0,0.25,0.9075794621026895,no_n2v,UNetPP,UNetPP no_n2v
00077,200,1.0,0.0,0.8843503937007874,no_n2v,UNetPP,UNetPP no_n2v
00077,200,1.0,0.1,0.9230024213075061,no_n2v,UNetPP,UNetPP no_n2v
00077,200,1.0,0.25,0.9154034229828851,no_n2v,UNetPP,UNetPP no_n2v
00077,200,2.0,0.0,0.9143416544297601,no_n2v,UNetPP,UNetPP no_n2v
00077,200,2.0,0.1,0.9370829361296473,no_n2v,UNetPP,UNetPP no_n2v
00077,200,2.0,0.25,0.9195121951219513,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,0.0,0.0,0.8857705563761694,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,0.0,0.1,0.9245374878286271,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,0.0,0.25,0.907843137254902,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,1.0,0.0,0.8942449581898672,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,1.0,0.1,0.9295432458697764,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,1.0,0.25,0.9089128305582762,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,2.0,0.0,0.9171974522292994,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,2.0,0.1,0.9371099375900144,no_n2v,UNetPP,UNetPP no_n2v
00077,1000,2.0,0.25,0.9208211143695014,no_n2v,UNetPP,UNetPP no_n2v
00080,20,0.0,0.0,0.8368007397133611,no_n2v,UNetPP,UNetPP no_n2v
00080,20,0.0,0.1,0.870527306967985,no_n2v,UNetPP,UNetPP no_n2v
00080,20,0.0,0.25,0.8890462700661,no_n2v,UNetPP,UNetPP no_n2v
00080,20,1.0,0.0,0.882768361581921,no_n2v,UNetPP,UNetPP no_n2v
00080,20,1.0,0.1,0.8766018035121025,no_n2v,UNetPP,UNetPP no_n2v
00080,20,1.0,0.25,0.8758782201405152,no_n2v,UNetPP,UNetPP no_n2v
00080,20,2.0,0.0,0.8610467809170912,no_n2v,UNetPP,UNetPP no_n2v
00080,20,2.0,0.1,0.8862559241706162,no_n2v,UNetPP,UNetPP no_n2v
00080,20,2.0,0.25,0.8925035360678925,no_n2v,UNetPP,UNetPP no_n2v
00080,50,0.0,0.0,0.8683088583609664,no_n2v,UNetPP,UNetPP no_n2v
00080,50,0.0,0.1,0.8770764119601329,no_n2v,UNetPP,UNetPP no_n2v
00080,50,0.0,0.25,0.8829787234042553,no_n2v,UNetPP,UNetPP no_n2v
00080,50,1.0,0.0,0.880019120458891,no_n2v,UNetPP,UNetPP no_n2v
00080,50,1.0,0.1,0.8885727833096254,no_n2v,UNetPP,UNetPP no_n2v
00080,50,1.0,0.25,0.8737541528239202,no_n2v,UNetPP,UNetPP no_n2v
00080,50,2.0,0.0,0.8949579831932774,no_n2v,UNetPP,UNetPP no_n2v
00080,50,2.0,0.1,0.8458352508053383,no_n2v,UNetPP,UNetPP no_n2v
00080,50,2.0,0.25,0.8869358669833729,no_n2v,UNetPP,UNetPP no_n2v
00080,200,0.0,0.0,0.873447946513849,no_n2v,UNetPP,UNetPP no_n2v
00080,200,0.0,0.1,0.875417661097852,no_n2v,UNetPP,UNetPP no_n2v
00080,200,0.0,0.25,0.8960660514813016,no_n2v,UNetPP,UNetPP no_n2v
00080,200,1.0,0.0,0.8746465598491989,no_n2v,UNetPP,UNetPP no_n2v
00080,200,1.0,0.1,0.8838648262732033,no_n2v,UNetPP,UNetPP no_n2v
00080,200,1.0,0.25,0.8721951219512195,no_n2v,UNetPP,UNetPP no_n2v
00080,200,2.0,0.0,0.8817802503477051,no_n2v,UNetPP,UNetPP no_n2v
00080,200,2.0,0.1,0.881572714353387,no_n2v,UNetPP,UNetPP no_n2v
00080,200,2.0,0.25,0.8996606883179835,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,0.0,0.0,0.8745247148288974,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,0.0,0.1,0.8770413064361191,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,0.0,0.25,0.8824390243902439,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,1.0,0.0,0.8777830412126955,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,1.0,0.1,0.880019120458891,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,1.0,0.25,0.8869946419873356,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,2.0,0.0,0.8771683075480544,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,2.0,0.1,0.8830242510699001,no_n2v,UNetPP,UNetPP no_n2v
00080,1000,2.0,0.25,0.8989412897016362,no_n2v,UNetPP,UNetPP no_n2v
00081,20,0.0,0.0,0.9286058851905451,no_n2v,UNetPP,UNetPP no_n2v
00081,20,0.0,0.1,0.9239961759082218,no_n2v,UNetPP,UNetPP no_n2v
00081,20,0.0,0.25,0.9129186602870814,no_n2v,UNetPP,UNetPP no_n2v
00081,20,1.0,0.0,0.9295238095238095,no_n2v,UNetPP,UNetPP no_n2v
00081,20,1.0,0.1,0.9324712643678161,no_n2v,UNetPP,UNetPP no_n2v
00081,20,1.0,0.25,0.8915719696969697,no_n2v,UNetPP,UNetPP no_n2v
00081,20,2.0,0.0,0.9307071665875652,no_n2v,UNetPP,UNetPP no_n2v
00081,20,2.0,0.1,0.9274881516587677,no_n2v,UNetPP,UNetPP no_n2v
00081,20,2.0,0.25,0.8980338363054412,no_n2v,UNetPP,UNetPP no_n2v
00081,50,0.0,0.0,0.9226277372262773,no_n2v,UNetPP,UNetPP no_n2v
00081,50,0.0,0.1,0.913128355295266,no_n2v,UNetPP,UNetPP no_n2v
00081,50,0.0,0.25,0.9205265724037055,no_n2v,UNetPP,UNetPP no_n2v
00081,50,1.0,0.0,0.914616497829233,no_n2v,UNetPP,UNetPP no_n2v
00081,50,1.0,0.1,0.9137677609015189,no_n2v,UNetPP,UNetPP no_n2v
00081,50,1.0,0.25,0.8936893203883495,no_n2v,UNetPP,UNetPP no_n2v
00081,50,2.0,0.0,0.9279103750608865,no_n2v,UNetPP,UNetPP no_n2v
00081,50,2.0,0.1,0.9358786098874204,no_n2v,UNetPP,UNetPP no_n2v
00081,50,2.0,0.25,0.9200385356454721,no_n2v,UNetPP,UNetPP no_n2v
00081,200,0.0,0.0,0.9081081081081082,no_n2v,UNetPP,UNetPP no_n2v
00081,200,0.0,0.1,0.9022593320235757,no_n2v,UNetPP,UNetPP no_n2v
00081,200,0.0,0.25,0.8950980392156863,no_n2v,UNetPP,UNetPP no_n2v
00081,200,1.0,0.0,0.917687408133268,no_n2v,UNetPP,UNetPP no_n2v
00081,200,1.0,0.1,0.9053457577243746,no_n2v,UNetPP,UNetPP no_n2v
00081,200,1.0,0.25,0.8924731182795699,no_n2v,UNetPP,UNetPP no_n2v
00081,200,2.0,0.0,0.9186274509803921,no_n2v,UNetPP,UNetPP no_n2v
00081,200,2.0,0.1,0.9213372664700098,no_n2v,UNetPP,UNetPP no_n2v
00081,200,2.0,0.25,0.9092682926829269,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,0.0,0.0,0.9045745204131825,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,0.0,0.1,0.887905604719764,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,0.0,0.25,0.8829578844270323,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,1.0,0.0,0.9011313330054107,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,1.0,0.1,0.9070796460176991,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,1.0,0.25,0.8895945285784074,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,2.0,0.0,0.917359413202934,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,2.0,0.1,0.9049951028403526,no_n2v,UNetPP,UNetPP no_n2v
00081,1000,2.0,0.25,0.9004371053909664,no_n2v,UNetPP,UNetPP no_n2v
00001,20,0.0,0.0,0.871625674865027,no_n2v,HRNet,HRNet no_n2v
00001,20,0.0,0.1,0.8549946294307197,no_n2v,HRNet,HRNet no_n2v
00001,20,0.0,0.25,0.8739352640545145,no_n2v,HRNet,HRNet no_n2v
00001,20,1.0,0.0,0.8822474596533174,no_n2v,HRNet,HRNet no_n2v
00001,20,1.0,0.1,0.8405194805194806,no_n2v,HRNet,HRNet no_n2v
00001,20,1.0,0.25,0.876391982182628,no_n2v,HRNet,HRNet no_n2v
00001,20,2.0,0.0,0.8886925795053003,no_n2v,HRNet,HRNet no_n2v
00001,20,2.0,0.1,0.8289810547875064,no_n2v,HRNet,HRNet no_n2v
00001,20,2.0,0.25,0.8565264293419633,no_n2v,HRNet,HRNet no_n2v
00001,50,0.0,0.0,0.8632530120481928,no_n2v,HRNet,HRNet no_n2v
00001,50,0.0,0.1,0.8784378437843784,no_n2v,HRNet,HRNet no_n2v
00001,50,0.0,0.25,0.8832662449683726,no_n2v,HRNet,HRNet no_n2v
00001,50,1.0,0.0,0.8716707021791767,no_n2v,HRNet,HRNet no_n2v
00001,50,1.0,0.1,0.8664495114006515,no_n2v,HRNet,HRNet no_n2v
00001,50,1.0,0.25,0.8820160366552119,no_n2v,HRNet,HRNet no_n2v
00001,50,2.0,0.0,0.8735769922109047,no_n2v,HRNet,HRNet no_n2v
00001,50,2.0,0.1,0.8566137566137566,no_n2v,HRNet,HRNet no_n2v
00001,50,2.0,0.25,0.8790276992651216,no_n2v,HRNet,HRNet no_n2v
00001,200,0.0,0.0,0.8639661426844014,no_n2v,HRNet,HRNet no_n2v
00001,200,0.0,0.1,0.883008356545961,no_n2v,HRNet,HRNet no_n2v
00001,200,0.0,0.25,0.9056493884682586,no_n2v,HRNet,HRNet no_n2v
00001,200,1.0,0.0,0.862874251497006,no_n2v,HRNet,HRNet no_n2v
00001,200,1.0,0.1,0.8769994484280199,no_n2v,HRNet,HRNet no_n2v
00001,200,1.0,0.25,0.8980414746543779,no_n2v,HRNet,HRNet no_n2v
00001,200,2.0,0.0,0.8726303317535545,no_n2v,HRNet,HRNet no_n2v
00001,200,2.0,0.1,0.8622174381054898,no_n2v,HRNet,HRNet no_n2v
00001,200,2.0,0.25,0.8843767625493514,no_n2v,HRNet,HRNet no_n2v
00001,1000,0.0,0.0,0.8616125150421179,no_n2v,HRNet,HRNet no_n2v
00001,1000,0.0,0.1,0.8756936736958935,no_n2v,HRNet,HRNet no_n2v
00001,1000,0.0,0.25,0.8947065592635213,no_n2v,HRNet,HRNet no_n2v
00001,1000,1.0,0.0,0.8618421052631579,no_n2v,HRNet,HRNet no_n2v
00001,1000,1.0,0.1,0.8760376314333149,no_n2v,HRNet,HRNet no_n2v
00001,1000,1.0,0.25,0.8941647597254004,no_n2v,HRNet,HRNet no_n2v
00001,1000,2.0,0.0,0.8730723606168446,no_n2v,HRNet,HRNet no_n2v
00001,1000,2.0,0.1,0.8610662358642972,no_n2v,HRNet,HRNet no_n2v
00001,1000,2.0,0.25,0.8892636312535133,no_n2v,HRNet,HRNet no_n2v
00004,20,0.0,0.0,0.8853155339805825,no_n2v,HRNet,HRNet no_n2v
00004,20,0.0,0.1,0.8528784648187633,no_n2v,HRNet,HRNet no_n2v
00004,20,0.0,0.25,0.9027617951668585,no_n2v,HRNet,HRNet no_n2v
00004,20,1.0,0.0,0.8939393939393939,no_n2v,HRNet,HRNet no_n2v
00004,20,1.0,0.1,0.8626609442060086,no_n2v,HRNet,HRNet no_n2v
00004,20,1.0,0.25,0.9147331786542924,no_n2v,HRNet,HRNet no_n2v
00004,20,2.0,0.0,0.9134095009019844,no_n2v,HRNet,HRNet no_n2v
00004,20,2.0,0.1,0.8028870084619214,no_n2v,HRNet,HRNet no_n2v
00004,20,2.0,0.25,0.9029293509477312,no_n2v,HRNet,HRNet no_n2v
00004,50,0.0,0.0,0.8928136419001218,no_n2v,HRNet,HRNet no_n2v
00004,50,0.0,0.1,0.888457269700333,no_n2v,HRNet,HRNet no_n2v
00004,50,0.0,0.25,0.911318553092182,no_n2v,HRNet,HRNet no_n2v
00004,50,1.0,0.0,0.8947048082775411,no_n2v,HRNet,HRNet no_n2v
00004,50,1.0,0.1,0.8774617067833698,no_n2v,HRNet,HRNet no_n2v
00004,50,1.0,0.25,0.9060324825986079,no_n2v,HRNet,HRNet no_n2v
00004,50,2.0,0.0,0.9022329511164756,no_n2v,HRNet,HRNet no_n2v
00004,50,2.0,0.1,0.8634903640256959,no_n2v,HRNet,HRNet no_n2v
00004,50,2.0,0.25,0.9017704169046259,no_n2v,HRNet,HRNet no_n2v
00004,200,0.0,0.0,0.8809234507897934,no_n2v,HRNet,HRNet no_n2v
00004,200,0.0,0.1,0.9042492917847026,no_n2v,HRNet,HRNet no_n2v
00004,200,0.0,0.25,0.9103244837758112,no_n2v,HRNet,HRNet no_n2v
00004,200,1.0,0.0,0.8797814207650273,no_n2v,HRNet,HRNet no_n2v
00004,200,1.0,0.1,0.9023150762281197,no_n2v,HRNet,HRNet no_n2v
00004,200,1.0,0.25,0.9123319696084161,no_n2v,HRNet,HRNet no_n2v
00004,200,2.0,0.0,0.8910950661853189,no_n2v,HRNet,HRNet no_n2v
00004,200,2.0,0.1,0.8850385038503851,no_n2v,HRNet,HRNet no_n2v
00004,200,2.0,0.25,0.9159907300115875,no_n2v,HRNet,HRNet no_n2v
00004,1000,0.0,0.0,0.8826747720364742,no_n2v,HRNet,HRNet no_n2v
00004,1000,0.0,0.1,0.9082621082621083,no_n2v,HRNet,HRNet no_n2v
00004,1000,0.0,0.25,0.9197422378441711,no_n2v,HRNet,HRNet no_n2v
00004,1000,1.0,0.0,0.8878107944208611,no_n2v,HRNet,HRNet no_n2v
00004,1000,1.0,0.1,0.9055963821368005,no_n2v,HRNet,HRNet no_n2v
00004,1000,1.0,0.25,0.9165694282380397,no_n2v,HRNet,HRNet no_n2v
00004,1000,2.0,0.0,0.895083932853717,no_n2v,HRNet,HRNet no_n2v
00004,1000,2.0,0.1,0.8879072335726118,no_n2v,HRNet,HRNet no_n2v
00004,1000,2.0,0.25,0.9154200230149597,no_n2v,HRNet,HRNet no_n2v
00011,20,0.0,0.0,0.9035409035409036,no_n2v,HRNet,HRNet no_n2v
00011,20,0.0,0.1,0.8632707774798928,no_n2v,HRNet,HRNet no_n2v
00011,20,0.0,0.25,0.913516609392898,no_n2v,HRNet,HRNet no_n2v
00011,20,1.0,0.0,0.896782027929569,no_n2v,HRNet,HRNet no_n2v
00011,20,1.0,0.1,0.8579003181336161,no_n2v,HRNet,HRNet no_n2v
00011,20,1.0,0.25,0.9115095430884904,no_n2v,HRNet,HRNet no_n2v
00011,20,2.0,0.0,0.916969696969697,no_n2v,HRNet,HRNet no_n2v
00011,20,2.0,0.1,0.842790213430505,no_n2v,HRNet,HRNet no_n2v
00011,20,2.0,0.25,0.8888277380297194,no_n2v,HRNet,HRNet no_n2v
00011,50,0.0,0.0,0.8986568986568987,no_n2v,HRNet,HRNet no_n2v
00011,50,0.0,0.1,0.8861386138613861,no_n2v,HRNet,HRNet no_n2v
00011,50,0.0,0.25,0.9312388855957321,no_n2v,HRNet,HRNet no_n2v
00011,50,1.0,0.0,0.9004884004884005,no_n2v,HRNet,HRNet no_n2v
00011,50,1.0,0.1,0.884446878422782,no_n2v,HRNet,HRNet no_n2v
00011,50,1.0,0.25,0.9242513211978861,no_n2v,HRNet,HRNet no_n2v
00011,50,2.0,0.0,0.9198542805100182,no_n2v,HRNet,HRNet no_n2v
00011,50,2.0,0.1,0.8526315789473684,no_n2v,HRNet,HRNet no_n2v
00011,50,2.0,0.25,0.9189655172413793,no_n2v,HRNet,HRNet no_n2v
00011,200,0.0,0.0,0.8918753817959683,no_n2v,HRNet,HRNet no_n2v
00011,200,0.0,0.1,0.910643141718839,no_n2v,HRNet,HRNet no_n2v
00011,200,0.0,0.25,0.933849821215733,no_n2v,HRNet,HRNet no_n2v
00011,200,1.0,0.0,0.8974984746796827,no_n2v,HRNet,HRNet no_n2v
00011,200,1.0,0.1,0.9045736871823828,no_n2v,HRNet,HRNet no_n2v
00011,200,1.0,0.25,0.9330965068087625,no_n2v,HRNet,HRNet no_n2v
00011,200,2.0,0.0,0.9157064887810794,no_n2v,HRNet,HRNet no_n2v
00011,200,2.0,0.1,0.8896247240618101,no_n2v,HRNet,HRNet no_n2v
00011,200,2.0,0.25,0.9295282469423413,no_n2v,HRNet,HRNet no_n2v
00011,1000,0.0,0.0,0.889431887599267,no_n2v,HRNet,HRNet no_n2v
00011,1000,0.0,0.1,0.912,no_n2v,HRNet,HRNet no_n2v
00011,1000,0.0,0.25,0.9372781065088758,no_n2v,HRNet,HRNet no_n2v
00011,1000,1.0,0.0,0.8957952468007313,no_n2v,HRNet,HRNet no_n2v
00011,1000,1.0,0.1,0.9081111741349972,no_n2v,HRNet,HRNet no_n2v
00011,1000,1.0,0.25,0.935256032960565,no_n2v,HRNet,HRNet no_n2v
00011,1000,2.0,0.0,0.9121744397334949,no_n2v,HRNet,HRNet no_n2v
00011,1000,2.0,0.1,0.8865013774104683,no_n2v,HRNet,HRNet no_n2v
00011,1000,2.0,0.25,0.9163323782234957,no_n2v,HRNet,HRNet no_n2v
00018,20,0.0,0.0,0.8871951219512195,no_n2v,HRNet,HRNet no_n2v
