condition,arch,fold,image,frac_pos,p_mean,p_frac_undecided,corr,polarity,fft_peak_raw_k,fft_peak_raw_strength,fft_peak_den_k,fft_peak_den_strength,fft_peak_kept
no_n2v,AtomSegNet,2,Diamante-0004.tif,0.448089599609375,0.47653692960739136,0.34600830078125,0.38880155147837964,bright,22,1.0997777962379605,9,1.3401744579184238,False
no_n2v,AtomSegNet,2,Diamante-0005.tif,0.4466094970703125,0.46933144330978394,0.3585357666015625,0.45777205454092923,bright,4,2.008806506632607,4,2.090166472568811,True
no_n2v,AtomSegNet,2,Diamante-0006.tif,0.425872802734375,0.426355242729187,0.28411865234375,0.40831495798740736,bright,10,1.7341791093841026,4,1.2703758426555516,False
no_n2v,AtomSegNet,2,Diamante-0007.tif,0.37652587890625,0.37542420625686646,0.258575439453125,0.3986356666583258,bright,11,1.6892554376480646,11,2.127286640874627,True
no_n2v,AtomSegNet,2,Diamante-0008.tif,0.49884033203125,0.47792184352874756,0.3152618408203125,0.5254952019960333,bright,4,2.9196661099296617,4,2.5862530784098943,True
no_n2v,AtomSegNet,2,Diamante-0009.tif,0.4903717041015625,0.47484999895095825,0.278411865234375,0.6006554961292088,bright,5,4.602917836345904,5,4.852100668836934,True
no_n2v,AtomSegNet,2,Diamante-0010.tif,0.5108795166015625,0.4826886057853699,0.33343505859375,0.5597854507326397,bright,6,3.6188744396964765,6,3.99600857190269,True
no_n2v,AtomSegNet,2,Diamante-0011.tif,0.486297607421875,0.4763668179512024,0.2660064697265625,0.4736186113309347,bright,4,2.2089435076127715,4,2.6186270196527146,True
no_n2v,AtomSegNet,2,Diamante-0012.tif,0.4620208740234375,0.4435362219810486,0.406097412109375,0.4376478051069685,bright,4,4.004886455654313,5,4.865834042165664,True
no_n2v,AtomSegNet,2,Diamante-0013.tif,0.4627227783203125,0.466234415769577,0.1862640380859375,0.6182328939690377,bright,5,1.7782758408144923,5,1.8568438177199678,True
no_n2v,AtomSegNet,2,Diamante-0014.tif,0.4626922607421875,0.4444319009780884,0.232635498046875,0.7267678182982472,bright,4,2.7391087067256894,4,2.8475897426410626,True
no_n2v,AtomSegNet,2,Diamante-0015.tif,0.5244293212890625,0.511875569820404,0.308624267578125,0.3897568898994102,bright,4,3.241301324307807,4,3.38323399546362,True
no_n2v,AtomSegNet,2,Diamante-0016.tif,0.568878173828125,0.5411166548728943,0.328369140625,0.5189868753300577,bright,4,3.99144447816608,4,4.618950185014701,True
no_n2v,AtomSegNet,2,Diamante-0017.tif,0.5430755615234375,0.5328276753425598,0.227996826171875,0.45432667876193483,bright,4,2.0251612215754444,4,1.9069778127548158,True
no_n2v,AtomSegNet,2,Diamante-0018.tif,0.3933563232421875,0.39671218395233154,0.2854461669921875,0.2791649607744665,bright,10,1.7295321276475093,10,2.117053360520841,True
no_n2v,AtomSegNet,2,Diamante-0019.tif,0.4808502197265625,0.4701784551143646,0.286163330078125,0.3135917249969363,bright,10,1.5113006354175216,4,1.4484935290110867,False
no_n2v,AtomSegNet,2,Diamante-0020.tif,0.5185699462890625,0.4976727366447449,0.3382568359375,0.26108057480779095,bright,5,3.1304747497018677,5,5.601114367899411,True
no_n2v,AtomSegNet,2,Diamante-0021.tif,0.5612945556640625,0.5107041001319885,0.5382232666015625,0.1633909011656839,bright,5,1.9617316779774752,5,2.1905056357660873,True
no_n2v,AtomSegNet,2,Diamante-0022.tif,0.526123046875,0.5124071836471558,0.2492523193359375,0.5782198160774689,bright,6,3.016556123992835,6,3.698327473329207,True
no_n2v,AtomSegNet,2,Diamante-0023.tif,0.3466796875,0.3609663248062134,0.260162353515625,0.5180760065961963,bright,4,2.8146013470792237,5,3.471799270155515,True
no_n2v,AtomSegNet,2,Diamante-0024.tif,0.4405670166015625,0.4627763032913208,0.374786376953125,0.529877641024914,bright,4,1.7054447598806237,4,1.9080634190455978,True
no_n2v,AtomSegNet,2,Diamante-0025.tif,0.456695556640625,0.4656279683113098,0.4321746826171875,0.25342650180990617,bright,20,1.2920749671087166,15,1.5748856015360952,False
no_n2v,AtomSegNet,2,Diamante-0026.tif,0.330047607421875,0.34829869866371155,0.3058319091796875,0.48758527893911646,bright,6,2.494206284744049,6,2.756880491445218,True
no_n2v,AtomSegNet,2,Diamante-0027.tif,0.7158660888671875,0.6518388390541077,0.35711669921875,0.28244863838813966,bright,20,1.1968350048236347,10,1.2537375566042097,False
no_n2v,AtomSegNet,2,Diamante-0028.tif,0.2599334716796875,0.2977152466773987,0.2227630615234375,0.42489112838209775,bright,4,1.834623862914087,4,1.7455792059374988,True
no_n2v,AtomSegNet,2,Diamante-0029.tif,0.51953125,0.5093557238578796,0.2630767822265625,0.5065246073854132,bright,5,1.4941464491865726,5,1.6575551311555798,True
no_n2v,AtomSegNet,2,Diamante-0030.tif,0.5052947998046875,0.489533394575119,0.2466583251953125,0.47480905121638844,bright,4,1.6927351084550966,4,1.6281680803026815,True
no_n2v,AtomSegNet,3,Diamante-0001.tif,0.360015869140625,0.35504427552223206,0.310302734375,0.32707409771114104,bright,4,1.0636267863507558,16,1.7764537875887276,False
no_n2v,AtomSegNet,3,Diamante-0004.tif,0.60125732421875,0.5597086548805237,0.4118499755859375,0.4521894753403653,bright,22,1.0997777962379605,7,1.1941156682670462,False
no_n2v,AtomSegNet,3,Diamante-0005.tif,0.5427093505859375,0.5061023831367493,0.339935302734375,0.5905479758573104,bright,4,2.008806506632607,4,1.908997369737293,True
no_n2v,AtomSegNet,3,Diamante-0006.tif,0.3551025390625,0.34295356273651123,0.204345703125,0.43509602013810084,bright,10,1.7341791093841026,10,1.8033407200015337,True
no_n2v,AtomSegNet,3,Diamante-0007.tif,0.3287200927734375,0.3205990195274353,0.196441650390625,0.39316590265598106,bright,11,1.6892554376480646,11,2.1079943938689967,True
no_n2v,AtomSegNet,3,Diamante-0008.tif,0.426483154296875,0.41479867696762085,0.28582763671875,0.5210572022850168,bright,4,2.9196661099296617,4,3.0177403150295325,True
no_n2v,AtomSegNet,3,Diamante-0009.tif,0.473541259765625,0.4494013488292694,0.2386322021484375,0.6102778535457862,bright,5,4.602917836345904,5,4.703290985463056,True
no_n2v,AtomSegNet,3,Diamante-0010.tif,0.45458984375,0.4389307498931885,0.26751708984375,0.619263118599518,bright,6,3.6188744396964765,4,3.7324229562180142,True
no_n2v,AtomSegNet,3,Diamante-0011.tif,0.409912109375,0.38463258743286133,0.2292327880859375,0.45561802067900975,bright,4,2.2089435076127715,4,2.074118542167497,True
no_n2v,AtomSegNet,3,Diamante-0012.tif,0.4175872802734375,0.40268072485923767,0.2600250244140625,0.5318799704246528,bright,4,4.004886455654313,4,4.412847203468427,True
no_n2v,AtomSegNet,3,Diamante-0013.tif,0.4500885009765625,0.42970433831214905,0.217498779296875,0.6476272277939642,bright,5,1.7782758408144923,5,2.1187409668641664,True
no_n2v,AtomSegNet,3,Diamante-0014.tif,0.4144287109375,0.3987273573875427,0.1802825927734375,0.7324434135581195,bright,4,2.7391087067256894,4,2.9894640191883814,True
no_n2v,AtomSegNet,3,Diamante-0015.tif,0.4861602783203125,0.4712909460067749,0.34259033203125,0.37142673629823236,bright,4,3.241301324307807,4,3.841528069055314,True
